Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-425407,SLC-mediated transmembrane transport,,-5.5,2,5.1,28162,251,2791,49,1.8,0.25,291|347|861|1356|1468|2030|3177|6248|6512|6523|6529|6536|6539|6542|6546|6556|6579|7781|7922|8501|9056|9058|9123|10723|10861|11254|11309|23657|28965|29986|51458|55244|55630|57835|64078|80736|81031|115111|123096|124935|144195|206358|222962|284111|284129|285195|347734|353189|376497,SLC25A4|APOD|RUNX1|CP|SLC25A10|SLC29A1|SLC29A2|RSC1A1|SLC1A7|SLC5A1|SLC6A1|SLC6A9|SLC6A12|SLC7A2|SLC8A1|SLC11A1|SLCO1A2|SLC30A3|SLC39A7|SLC43A1|SLC7A7|SLC13A2|SLC16A3|SLC12A7|SLC26A1|SLC6A14|SLCO2B1|SLC7A11|SLC27A6|SLC39A2|RHCG|SLC47A1|SLC39A4|SLC4A5|SLC28A3|SLC44A4|SLC2A10|SLC26A7|SLC25A29|SLC43A2|SLC2A14|SLC36A1|SLC29A4|SLC13A5|SLC26A11|SLC9A9|SLC35B2|SLCO4C1|SLC27A1,-4.3,LN_meta
Reactome Gene Sets,6,R-HSA-1630316,Glycosaminoglycan metabolism,,-5.5,2.4,5.3,28162,124,2791,30,1.1,0.2,633|1462|1464|2239|2719|2799|2817|3036|3037|3038|3339|4969|5549|6383|6448|6484|8534|8702|8703|9060|9956|10057|10082|10331|10402|10861|83539|93010|113189|347734,BGN|VCAN|CSPG4|GPC4|GPC3|GNS|GPC1|HAS1|HAS2|HAS3|HSPG2|OGN|PRELP|SDC2|SGSH|ST3GAL4|CHST1|B4GALT4|B4GALT3|PAPSS2|HS3ST2|ABCC5|GPC6|B3GNT3|ST3GAL6|SLC26A1|CHST9|B3GNT7|CHST14|SLC35B2,-4.3,LN_meta
Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-5.5,2.3,5.3,28162,143,2791,33,1.2,0.2,633|1462|1464|1605|2239|2719|2817|3339|4582|4585|4589|4758|4853|4854|4969|5549|6383|9060|9215|9507|9510|10082|54437|54507|57188|81792|81794|94025|113189|143662|157869|200958|727897,BGN|VCAN|CSPG4|DAG1|GPC4|GPC3|GPC1|HSPG2|MUC1|MUC4|MUC7|NEU1|NOTCH2|NOTCH3|OGN|PRELP|SDC2|PAPSS2|LARGE1|ADAMTS4|ADAMTS1|GPC6|SEMA5B|ADAMTSL4|ADAMTSL3|ADAMTS12|ADAMTS10|MUC16|CHST14|MUC15|SBSPON|MUC20|MUC5B,-4.3,LN_meta
Reactome Gene Sets,6,R-HSA-196854,Metabolism of vitamins and cofactors,,-5.5,2.1,5.2,28162,190,2791,40,1.4,0.22,31|32|316|348|683|952|1109|1645|1727|2194|2239|2719|2817|3339|4023|4035|4337|5168|5740|5950|6383|6573|6697|6947|6948|9227|10082|10135|10797|10840|26020|27231|29967|55328|57016|113235|119391|160428|349565|441024,ACACA|ACACB|AOX1|APOE|BST1|CD38|AKR1C4|AKR1C1|CYB5R3|FASN|GPC4|GPC3|GPC1|HSPG2|LPL|LRP1|MOCS1|ENPP2|PTGIS|RBP4|SDC2|SLC19A1|SPR|TCN1|TCN2|LRAT|GPC6|NAMPT|MTHFD2|ALDH1L1|LRP10|NMRK2|LRP12|RNLS|AKR1B10|SLC46A1|GSTO2|ALDH1L2|NMNAT3|MTHFD2L,-4.3,LN_meta
KEGG Pathway,24,hsa04514,Cell adhesion molecules (CAMs) ,,-5.4,2.3,5.2,28162,144,2791,33,1.2,0.2,214|947|1013|1364|1365|1366|1462|3111|3112|3117|3383|3696|4684|5792|5819|6383|6614|7122|8516|9071|9073|9369|22871|23114|23562|53842|57863|64101|80381|83700|149461|257194|100132463,ALCAM|CD34|CDH15|CLDN4|CLDN3|CLDN7|VCAN|HLA-DOA|HLA-DOB|HLA-DQA1|ICAM1|ITGB8|NCAM1|PTPRF|NECTIN2|SDC2|SIGLEC1|CLDN5|ITGA8|CLDN10|CLDN8|NRXN3|NLGN1|NFASC|CLDN14|CLDN22|CADM3|LRRC4|CD276|JAM3|CLDN19|NEGR1|CLDN24,-4.3,LN_meta
KEGG Pathway,24,ko04514,Cell adhesion molecules (CAMs),,-5.4,2.3,5.2,28162,144,2791,33,1.2,0.2,214|947|1013|1364|1365|1366|1462|3111|3112|3117|3383|3696|4684|5792|5819|6383|6614|7122|8516|9071|9073|9369|22871|23114|23562|53842|57863|64101|80381|83700|149461|257194|100132463,ALCAM|CD34|CDH15|CLDN4|CLDN3|CLDN7|VCAN|HLA-DOA|HLA-DOB|HLA-DQA1|ICAM1|ITGB8|NCAM1|PTPRF|NECTIN2|SDC2|SIGLEC1|CLDN5|ITGA8|CLDN10|CLDN8|NRXN3|NLGN1|NFASC|CLDN14|CLDN22|CADM3|LRRC4|CD276|JAM3|CLDN19|NEGR1|CLDN24,-4.3,LN_meta
KEGG Pathway,24,hsa04380,Osteoclast differentiation,,-5.4,2.3,5.2,28162,138,2791,32,1.1,0.2,208|799|1436|2209|2212|2213|2214|2215|2354|3460|3725|4688|5468|5599|5602|6300|6688|6850|7006|7132|8061|8878|9021|9103|9846|10288|10990|11006|11027|79168|79651|126014,AKT2|CALCR|CSF1R|FCGR1A|FCGR2A|FCGR2B|FCGR3A|FCGR3B|FOSB|IFNGR2|JUN|NCF2|PPARG|MAPK8|MAPK10|MAPK12|SPI1|SYK|TEC|TNFRSF1A|FOSL1|SQSTM1|SOCS3|FCGR2C|GAB2|LILRB2|LILRB5|LILRB4|LILRA2|LILRA6|RHBDF2|OSCAR,-4.2,LN_meta
Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-5.4,3.1,5.6,28162,61,2791,19,0.68,0.16,1278|1281|1282|1284|1285|1291|1292|1293|1295|1300|1302|1306|1514|4016|4316|5118|5339|7093|7373,COL1A2|COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|COL8A1|COL10A1|COL11A2|COL15A1|CTSL|LOXL1|MMP7|PCOLCE|PLEC|TLL2|COL14A1,-4.2,LN_meta
KEGG Pathway,24,ko04152,AMPK signaling pathway,,-5.3,2.4,5.2,28162,120,2791,29,1,0.19,31|32|208|595|948|1080|1375|1938|2194|2203|2309|3479|3643|3953|5106|5213|5468|5563|6720|7249|8408|8900|9586|10891|23417|53632|84335|90993|148327,ACACA|ACACB|AKT2|CCND1|CD36|CFTR|CPT1B|EEF2|FASN|FBP1|FOXO3|IGF1|INSR|LEPR|PCK2|PFKM|PPARG|PRKAA2|SREBF1|TSC2|ULK1|CCNA1|CREB5|PPARGC1A|MLYCD|PRKAG3|AKT1S1|CREB3L1|CREB3L4,-4.2,LN_meta
KEGG Pathway,24,ko00590,Arachidonic acid metabolism,,-5.3,3.1,5.5,28162,62,2791,19,0.68,0.16,239|242|246|874|1559|2687|2877|2878|4051|5320|5322|5730|5740|9536|11145|50487|64600|80142|100137049,ALOX12|ALOX12B|ALOX15|CBR3|CYP2C9|GGT5|GPX2|GPX3|CYP4F3|PLA2G2A|PLA2G5|PTGDS|PTGIS|PTGES|PLAAT3|PLA2G3|PLA2G2F|PTGES2|PLA2G4B,-4.1,LN_meta
KEGG Pathway,24,hsa00590,Arachidonic acid metabolism ,,-5.3,3.1,5.5,28162,62,2791,19,0.68,0.16,239|242|246|874|1559|2687|2877|2878|4051|5320|5322|5730|5740|9536|11145|50487|64600|80142|100137049,ALOX12|ALOX12B|ALOX15|CBR3|CYP2C9|GGT5|GPX2|GPX3|CYP4F3|PLA2G2A|PLA2G5|PTGDS|PTGIS|PTGES|PLAAT3|PLA2G3|PLA2G2F|PTGES2|PLA2G4B,-4.1,LN_meta
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-5.2,2.3,5.1,28162,134,2791,31,1.1,0.2,12|88|351|928|948|967|1191|1675|1950|2277|2335|2621|3479|3671|3959|5265|5345|6414|6678|7018|7043|7044|7076|7123|7414|7422|10184|27154|29789|94121|374354,SERPINA3|ACTN2|APP|CD9|CD36|CD63|CLU|CFD|EGF|VEGFD|FN1|GAS6|IGF1|ISLR|LGALS3BP|SERPINA1|SERPINF2|SELENOP|SPARC|TF|TGFB3|LEFTY2|TIMP1|CLEC3B|VCL|VEGFA|LHFPL2|BRPF3|OLA1|SYTL4|NHLRC2,-4.1,LN_meta
KEGG Pathway,24,ko04666,Fc gamma R-mediated phagocytosis,,-5.2,2.7,5.3,28162,91,2791,24,0.86,0.17,208|273|2209|2212|2213|2214|2934|3055|5335|5580|6850|8394|8395|8612|8613|8853|8877|8976|9846|10810|55616|65108|85477|100137049,AKT2|AMPH|FCGR1A|FCGR2A|FCGR2B|FCGR3A|GSN|HCK|PLCG1|PRKCD|SYK|PIP5K1A|PIP5K1B|PLPP2|PLPP3|ASAP2|SPHK1|WASL|GAB2|WASF3|ASAP3|MARCKSL1|SCIN|PLA2G4B,-4.1,LN_meta
KEGG Pathway,24,hsa04666,Fc gamma R-mediated phagocytosis ,,-5.2,2.7,5.3,28162,91,2791,24,0.86,0.17,208|273|2209|2212|2213|2214|2934|3055|5335|5580|6850|8394|8395|8612|8613|8853|8877|8976|9846|10810|55616|65108|85477|100137049,AKT2|AMPH|FCGR1A|FCGR2A|FCGR2B|FCGR3A|GSN|HCK|PLCG1|PRKCD|SYK|PIP5K1A|PIP5K1B|PLPP2|PLPP3|ASAP2|SPHK1|WASL|GAB2|WASF3|ASAP3|MARCKSL1|SCIN|PLA2G4B,-4.1,LN_meta
Reactome Gene Sets,6,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,,-5.2,3.6,5.6,28162,42,2791,15,0.54,0.14,348|948|949|1278|1281|1282|1284|3263|4035|4481|6678|9332|81035|284297|286133,APOE|CD36|SCARB1|COL1A2|COL3A1|COL4A1|COL4A2|HPX|LRP1|MSR1|SPARC|CD163|COLEC12|SSC5D|SCARA5,-4.1,LN_meta
KEGG Pathway,24,hsa05150,Staphylococcus aureus infection,,-5.2,2.8,5.3,28162,80,2791,22,0.79,0.17,712|713|714|717|718|720|728|820|1672|1675|2209|2212|2213|2214|2215|2359|3111|3112|3117|3383|6414|9103,C1QA|C1QB|C1QC|C2|C3|C4A|C5AR1|CAMP|DEFB1|CFD|FCGR1A|FCGR2A|FCGR2B|FCGR3A|FCGR3B|FPR3|HLA-DOA|HLA-DOB|HLA-DQA1|ICAM1|SELENOP|FCGR2C,-4,LN_meta
Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-5.1,1.8,4.9,28162,295,2791,54,1.9,0.26,28|216|231|633|1462|1464|1468|2026|2027|2203|2239|2525|2539|2548|2645|2719|2799|2817|2821|3036|3037|3038|3101|3339|4125|4969|5106|5213|5226|5255|5549|6233|6383|6448|6484|6888|7086|8534|8702|8703|9060|9631|9942|9956|10057|10082|10331|10402|10861|53371|83539|93010|113189|347734,ABO|ALDH1A1|AKR1B1|BGN|VCAN|CSPG4|SLC25A10|ENO2|ENO3|FBP1|GPC4|FUT3|G6PD|GAA|GCK|GPC3|GNS|GPC1|GPI|HAS1|HAS2|HAS3|HK3|HSPG2|MAN2B1|OGN|PCK2|PFKM|PGD|PHKA1|PRELP|RPS27A|SDC2|SGSH|ST3GAL4|TALDO1|TKT|CHST1|B4GALT4|B4GALT3|PAPSS2|NUP155|XYLB|HS3ST2|ABCC5|GPC6|B3GNT3|ST3GAL6|SLC26A1|NUP54|CHST9|B3GNT7|CHST14|SLC35B2,-4,LN_meta
Reactome Gene Sets,6,R-HSA-5576891,Cardiac conduction,,-5.1,2.3,5.1,28162,129,2791,30,1.1,0.2,444|477|775|845|2256|2258|2259|3753|3776|3777|4880|4881|4882|5348|5349|5350|6263|6324|6329|6330|6332|6335|6546|6588|7137|7220|10345|25937|53826|60598,ASPH|ATP1A2|CACNA1C|CASQ2|FGF11|FGF13|FGF14|KCNE1|KCNK2|KCNK3|NPPC|NPR1|NPR2|FXYD1|FXYD3|PLN|RYR3|SCN1B|SCN4A|SCN4B|SCN7A|SCN9A|SLC8A1|SLN|TNNI3|TRPC1|TRDN|WWTR1|FXYD6|KCNK15,-4,LN_meta
Reactome Gene Sets,6,R-HSA-186797,Signaling by PDGF,,-5.1,3.1,5.4,28162,58,2791,18,0.64,0.15,1281|1282|1284|1285|1291|1292|1293|2886|5156|5159|5327|5335|5782|6696|6714|7059|7060|80310,COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|GRB7|PDGFRA|PDGFRB|PLAT|PLCG1|PTPN12|SPP1|SRC|THBS3|THBS4|PDGFD,-4,LN_meta
KEGG Pathway,24,ko05205,Proteoglycans in cancer,,-5.1,2,4.9,28162,203,2791,41,1.5,0.23,208|286|287|595|859|967|1514|1839|1956|2017|2064|2065|2099|2260|2318|2335|2549|2719|2817|3316|3339|3479|4609|5329|5335|5727|6300|6383|6714|7099|7422|7474|7481|7483|8324|11211|23624|51196|81029|81578|406991,AKT2|ANK1|ANK2|CCND1|CAV3|CD63|CTSL|HBEGF|EGFR|CTTN|ERBB2|ERBB3|ESR1|FGFR1|FLNC|FN1|GAB1|GPC3|GPC1|HSPB2|HSPG2|IGF1|MYC|PLAUR|PLCG1|PTCH1|MAPK12|SDC2|SRC|TLR4|VEGFA|WNT5A|WNT11|WNT9A|FZD7|FZD10|CBLC|PLCE1|WNT5B|COL21A1|MIR21,-4,LN_meta
Reactome Gene Sets,6,R-HSA-6806667,Metabolism of fat-soluble vitamins,,-5.1,3.4,5.4,28162,48,2791,16,0.57,0.14,348|1109|1645|2239|2719|2817|3339|4023|4035|5950|6383|9227|10082|26020|29967|57016,APOE|AKR1C4|AKR1C1|GPC4|GPC3|GPC1|HSPG2|LPL|LRP1|RBP4|SDC2|LRAT|GPC6|LRP10|LRP12|AKR1B10,-3.9,LN_meta
Reactome Gene Sets,6,R-HSA-420029,Tight junction interactions,,-5,4.2,5.7,28162,29,2791,12,0.43,0.12,1364|1365|1366|7122|9069|9071|9073|23562|53842|56288|92359|149461,CLDN4|CLDN3|CLDN7|CLDN5|CLDN12|CLDN10|CLDN8|CLDN14|CLDN22|PARD3|CRB3|CLDN19,-3.9,LN_meta
Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-5,1.5,4.6,28162,673,2791,102,3.7,0.36,160|162|185|208|273|286|287|348|351|400|547|948|949|950|1080|1211|1278|1281|1282|1284|1601|1639|1759|1780|1839|1856|1950|1956|2017|2348|2701|2799|2801|2873|3263|3797|4035|4481|5265|5563|5866|5872|6233|6272|6678|6711|6712|6714|6857|7018|7039|7082|7164|7249|7280|7474|7532|7846|8218|8408|8976|9322|9332|9712|9827|9856|9892|10175|10381|10382|10540|10945|11014|11015|22836|22898|22905|23095|23163|23637|26286|26958|29763|29924|51272|51560|51622|53632|54662|55083|60412|81035|83696|90411|90990|125058|152503|160518|284297|286133|286749|347733,AP2A1|AP1B1|AGTR1|AKT2|AMPH|ANK1|ANK2|APOE|APP|ARL1|KIF1A|CD36|SCARB1|SCARB2|CFTR|CLTA|COL1A2|COL3A1|COL4A1|COL4A2|DAB2|DCTN1|DNM1|DYNC1I1|HBEGF|DVL2|EGF|EGFR|CTTN|FOLR1|GJA4|GNS|GOLGA2|GPS1|HPX|KIF3C|LRP1|MSR1|SERPINA1|PRKAA2|RAB3IL1|RAB13|RPS27A|SORT1|SPARC|SPTBN1|SPTBN2|SRC|SYT1|TF|TGFA|TJP1|TPD52L1|TSC2|TUBB2A|WNT5A|YWHAG|TUBA1A|CLTCL1|ULK1|WASL|TRIP10|CD163|USP6NL|RGP1|KIAA0319|SNAP91|CNIH1|TUBB3|TUBB4A|DCTN2|KDELR1|KDELR2|KDELR3|RHOBTB3|DENND3|EPN2|KIF1B|GGA3|RABGAP1|ARFGAP3|COPG2|PACSIN3|EPN1|BET1L|RAB6B|CCZ1|PRKAG3|TBC1D13|KIF26B|EXOC4|COLEC12|TRAPPC9|MCFD2|KIFC2|TBC1D16|SH3D19|DENND5B|SSC5D|SCARA5|STON1-GTF2A1L|TUBB2B,-3.9,LN_meta
KEGG Pathway,24,hsa04931,insulin resistance,,-4.9,2.4,5,28162,113,2791,27,0.97,0.19,32|183|208|948|1375|3569|3643|5106|5563|5580|5599|5602|5792|6720|7132|9021|9586|9945|10062|10891|28965|51085|53632|57761|90993|148327|376497,ACACB|AGT|AKT2|CD36|CPT1B|IL6|INSR|PCK2|PRKAA2|PRKCD|MAPK8|MAPK10|PTPRF|SREBF1|TNFRSF1A|SOCS3|CREB5|GFPT2|NR1H3|PPARGC1A|SLC27A6|MLXIPL|PRKAG3|TRIB3|CREB3L1|CREB3L4|SLC27A1,-3.8,LN_meta
Reactome Gene Sets,6,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,,-4.8,2.4,4.9,28162,108,2791,26,0.93,0.18,246|595|598|604|948|1052|1278|2309|2335|3162|3383|3569|3911|3934|4582|4609|4692|4843|5292|5443|6657|7076|7422|7431|9021|9655,ALOX15|CCND1|BCL2L1|BCL6|CD36|CEBPD|COL1A2|FOXO3|FN1|HMOX1|ICAM1|IL6|LAMA5|LCN2|MUC1|MYC|NDN|NOS2|PIM1|POMC|SOX2|TIMP1|VEGFA|VIM|SOCS3|SOCS5,-3.7,LN_meta
KEGG Pathway,24,ko05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,-4.8,2.8,5.1,28162,72,2791,20,0.72,0.16,88|775|776|781|785|1605|1674|1829|3679|3696|3728|3908|6442|6444|6445|6546|8515|8516|22801|29119,ACTN2|CACNA1C|CACNA1D|CACNA2D1|CACNB4|DAG1|DES|DSG2|ITGA7|ITGB8|JUP|LAMA2|SGCA|SGCD|SGCG|SLC8A1|ITGA10|ITGA8|ITGA11|CTNNA3,-3.7,LN_meta
KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC) ,,-4.8,2.8,5.1,28162,72,2791,20,0.72,0.16,88|775|776|781|785|1605|1674|1829|3679|3696|3728|3908|6442|6444|6445|6546|8515|8516|22801|29119,ACTN2|CACNA1C|CACNA1D|CACNA2D1|CACNB4|DAG1|DES|DSG2|ITGA7|ITGB8|JUP|LAMA2|SGCA|SGCD|SGCG|SLC8A1|ITGA10|ITGA8|ITGA11|CTNNA3,-3.7,LN_meta
KEGG Pathway,24,hsa04014,Ras signaling pathway,,-4.8,1.9,4.7,28162,259,2791,48,1.7,0.25,25|27|208|284|598|627|1436|1950|1956|2255|2256|2258|2259|2260|2264|2277|2549|2788|2903|3479|3569|3643|4254|4915|5156|5159|5228|5320|5322|5335|5599|5602|5863|5881|7039|7422|9771|9846|9965|10298|11145|23179|50487|51196|51806|64600|80310|100137049,ABL1|ABL2|AKT2|ANGPT1|BCL2L1|BDNF|CSF1R|EGF|EGFR|FGF10|FGF11|FGF13|FGF14|FGFR1|FGFR4|VEGFD|GAB1|GNG7|GRIN2A|IGF1|IL6|INSR|KITLG|NTRK2|PDGFRA|PDGFRB|PGF|PLA2G2A|PLA2G5|PLCG1|MAPK8|MAPK10|RGL2|RAC3|TGFA|VEGFA|RAPGEF5|GAB2|FGF19|PAK4|PLAAT3|RGL1|PLA2G3|PLCE1|CALML5|PLA2G2F|PDGFD|PLA2G4B,-3.7,LN_meta
KEGG Pathway,24,ko00565,Ether lipid metabolism,,-4.8,3.4,5.3,28162,45,2791,15,0.54,0.14,5168|5320|5322|7941|8612|8613|11145|23646|50487|56994|64600|79888|85465|133121|100137049,ENPP2|PLA2G2A|PLA2G5|PLA2G7|PLPP2|PLPP3|PLAAT3|PLD3|PLA2G3|CHPT1|PLA2G2F|LPCAT1|SELENOI|ENPP6|PLA2G4B,-3.7,LN_meta
KEGG Pathway,24,hsa00565,Ether lipid metabolism ,,-4.8,3.4,5.3,28162,45,2791,15,0.54,0.14,5168|5320|5322|7941|8612|8613|11145|23646|50487|56994|64600|79888|85465|133121|100137049,ENPP2|PLA2G2A|PLA2G5|PLA2G7|PLPP2|PLPP3|PLAAT3|PLD3|PLA2G3|CHPT1|PLA2G2F|LPCAT1|SELENOI|ENPP6|PLA2G4B,-3.7,LN_meta
Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,,-4.8,1.9,4.7,28162,245,2791,46,1.6,0.24,31|633|1462|1464|1545|1593|1594|1605|2239|2548|2719|2799|2817|3339|4582|4585|4589|4758|4853|4854|4969|5443|5549|6233|6383|6448|6888|6948|9060|9215|9507|9510|10082|26873|54437|54507|54657|57188|81792|81794|94025|113189|143662|157869|200958|727897,ACACA|BGN|VCAN|CSPG4|CYP1B1|CYP27A1|CYP27B1|DAG1|GPC4|GAA|GPC3|GNS|GPC1|HSPG2|MUC1|MUC4|MUC7|NEU1|NOTCH2|NOTCH3|OGN|POMC|PRELP|RPS27A|SDC2|SGSH|TALDO1|TCN2|PAPSS2|LARGE1|ADAMTS4|ADAMTS1|GPC6|OPLAH|SEMA5B|ADAMTSL4|UGT1A4|ADAMTSL3|ADAMTS12|ADAMTS10|MUC16|CHST14|MUC15|SBSPON|MUC20|MUC5B,-3.7,LN_meta
Reactome Gene Sets,6,R-HSA-2672351,Stimuli-sensing channels,,-4.8,2.4,4.9,28162,109,2791,26,0.93,0.18,444|845|1181|1183|1184|6233|6263|6337|6338|6339|7220|7223|7439|8989|10345|23327|53373|54795|55107|55129|59341|65268|80727|94015|144453|162514,ASPH|CASQ2|CLCN2|CLCN4|CLCN5|RPS27A|RYR3|SCNN1A|SCNN1B|SCNN1D|TRPC1|TRPC4|BEST1|TRPA1|TRDN|NEDD4L|TPCN1|TRPM4|ANO1|ANO10|TRPV4|WNK2|TTYH3|TTYH2|BEST3|TRPV3,-3.6,LN_meta
KEGG Pathway,24,ko04610,Complement and coagulation cascades,,-4.7,2.7,5,28162,79,2791,21,0.75,0.16,712|713|714|717|718|720|728|729|730|1191|1675|2159|2161|5104|5265|5327|5329|5345|7035|7056|11326,C1QA|C1QB|C1QC|C2|C3|C4A|C5AR1|C6|C7|CLU|CFD|F10|F12|SERPINA5|SERPINA1|PLAT|PLAUR|SERPINF2|TFPI|THBD|VSIG4,-3.6,LN_meta
KEGG Pathway,24,hsa04610,Complement and coagulation cascades ,,-4.7,2.7,5,28162,79,2791,21,0.75,0.16,712|713|714|717|718|720|728|729|730|1191|1675|2159|2161|5104|5265|5327|5329|5345|7035|7056|11326,C1QA|C1QB|C1QC|C2|C3|C4A|C5AR1|C6|C7|CLU|CFD|F10|F12|SERPINA5|SERPINA1|PLAT|PLAUR|SERPINF2|TFPI|THBD|VSIG4,-3.6,LN_meta
Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-4.7,2.6,4.9,28162,85,2791,22,0.79,0.17,1278|1281|1282|1284|1285|1291|1292|1293|1295|1300|1311|2335|3339|3381|3383|3679|3696|6696|8515|8516|22801|83700,COL1A2|COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|COL8A1|COL10A1|COMP|FN1|HSPG2|IBSP|ICAM1|ITGA7|ITGB8|SPP1|ITGA10|ITGA8|ITGA11|JAM3,-3.6,LN_meta
KEGG Pathway,24,hsa04152,AMPK signaling pathway,,-4.7,2.3,4.8,28162,129,2791,29,1,0.19,31|32|208|595|948|1080|1375|1938|2194|2203|2309|3479|3643|3953|5106|5213|5468|5563|6720|7249|8408|8900|9586|10891|23417|53632|84335|90993|148327,ACACA|ACACB|AKT2|CCND1|CD36|CFTR|CPT1B|EEF2|FASN|FBP1|FOXO3|IGF1|INSR|LEPR|PCK2|PFKM|PPARG|PRKAA2|SREBF1|TSC2|ULK1|CCNA1|CREB5|PPARGC1A|MLYCD|PRKAG3|AKT1S1|CREB3L1|CREB3L4,-3.6,LN_meta
Reactome Gene Sets,6,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,,-4.6,2.8,5,28162,68,2791,19,0.68,0.16,1605|4582|4585|4589|4853|4854|9215|9507|9510|54437|54507|57188|81792|81794|94025|143662|157869|200958|727897,DAG1|MUC1|MUC4|MUC7|NOTCH2|NOTCH3|LARGE1|ADAMTS4|ADAMTS1|SEMA5B|ADAMTSL4|ADAMTSL3|ADAMTS12|ADAMTS10|MUC16|MUC15|SBSPON|MUC20|MUC5B,-3.6,LN_meta
KEGG Pathway,24,ko05224,Breast cancer,,-4.6,2.2,4.7,28162,144,2791,31,1.1,0.2,208|595|1019|1856|1857|1950|1956|2064|2099|2255|2256|2258|2259|2260|3479|3725|4040|4041|4609|4853|4854|7474|7481|7483|8324|9965|10683|11211|23462|26508|81029,AKT2|CCND1|CDK4|DVL2|DVL3|EGF|EGFR|ERBB2|ESR1|FGF10|FGF11|FGF13|FGF14|FGFR1|IGF1|JUN|LRP6|LRP5|MYC|NOTCH2|NOTCH3|WNT5A|WNT11|WNT9A|FZD7|FGF19|DLL3|FZD10|HEY1|HEYL|WNT5B,-3.5,LN_meta
Reactome Gene Sets,6,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,,-4.5,5.4,5.6,28162,15,2791,8,0.29,0.1,4040|4041|6422|6423|7474|7483|22943|79412,LRP6|LRP5|SFRP1|SFRP2|WNT5A|WNT9A|DKK1|KREMEN2,-3.4,LN_meta
Reactome Gene Sets,6,R-HSA-1442490,Collagen degradation,,-4.5,2.8,4.9,28162,64,2791,18,0.64,0.15,1278|1281|1282|1284|1285|1291|1292|1293|1295|1300|1302|1306|1514|1991|4316|4320|4323|7373,COL1A2|COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|COL8A1|COL10A1|COL11A2|COL15A1|CTSL|ELANE|MMP7|MMP11|MMP14|COL14A1,-3.4,LN_meta
KEGG Pathway,24,hsa05322,Systemic lupus erythematosus ,,-4.4,2.2,4.6,28162,133,2791,29,1,0.19,712|713|714|717|718|720|729|730|1991|2209|2212|2214|2215|2903|3012|3020|3111|3112|3117|8337|8341|8349|8365|55506|55766|85236|92815|440689|723790,C1QA|C1QB|C1QC|C2|C3|C4A|C6|C7|ELANE|FCGR1A|FCGR2A|FCGR3A|FCGR3B|GRIN2A|H2AC8|H3-3A|HLA-DOA|HLA-DOB|HLA-DQA1|H2AC18|H2BC15|H2BC21|H4C8|MACROH2A2|H2AJ|H2BC12|H2AW|H2BC18|H2AC19,-3.4,LN_meta
KEGG Pathway,24,ko05322,Systemic lupus erythematosus,,-4.4,2.2,4.6,28162,133,2791,29,1,0.19,712|713|714|717|718|720|729|730|1991|2209|2212|2214|2215|2903|3012|3020|3111|3112|3117|8337|8341|8349|8365|55506|55766|85236|92815|440689|723790,C1QA|C1QB|C1QC|C2|C3|C4A|C6|C7|ELANE|FCGR1A|FCGR2A|FCGR3A|FCGR3B|GRIN2A|H2AC8|H3-3A|HLA-DOA|HLA-DOB|HLA-DQA1|H2AC18|H2BC15|H2BC21|H4C8|MACROH2A2|H2AJ|H2BC12|H2AW|H2BC18|H2AC19,-3.4,LN_meta
